arm,step,seed_i,seed_j,rmse,rmse_over_initial
mcq,79,0,1,0.44746779293348216,5.577554249288963
mcq,79,0,2,0.44861965766943124,5.595092649966085
mcq,79,0,3,0.44493635161803885,5.5601304171998684
mcq,79,0,4,0.4460475612520694,5.562639278825332
mcq,79,0,5,0.4518133432604123,5.64055751318822
mcq,79,0,6,0.4433131500311619,5.5227303721629575
mcq,79,0,7,0.45802398007280937,5.7060522771088324
mcq,79,1,2,0.44405144739206615,5.54938922399723
mcq,79,1,3,0.44039031355532443,5.489151546887792
mcq,79,1,4,0.44141940170504046,5.4991422756071335
mcq,79,1,5,0.4428094991156355,5.511494417448336
mcq,79,1,6,0.4374362153132026,5.44598023578383
mcq,79,1,7,0.45623871687852224,5.7039841736462815
mcq,79,2,3,0.444917619559314,5.549869628695845
mcq,79,2,4,0.4410649709828949,5.484059767637002
mcq,79,2,5,0.44828391573278714,5.589953213824721
mcq,79,2,6,0.4402423423266365,5.487274117124576
mcq,79,2,7,0.45872771174461996,5.7341362447432855
mcq,79,3,4,0.43779790237075333,5.448177525228608
mcq,79,3,5,0.4446168366893949,5.55154624478803
mcq,79,3,6,0.43788131708471756,5.4454680145904355
mcq,79,3,7,0.45556720326066985,5.6772424713376655
mcq,79,4,5,0.44515319279040677,5.555863446604229
mcq,79,4,6,0.43757722949243094,5.433905401608969
mcq,79,4,7,0.45259780539336986,5.63958030115144
mcq,79,5,6,0.44160163332782215,5.496009216686746
mcq,79,5,7,0.4588821168309107,5.711442216872479
mcq,79,6,7,0.45132264914574566,5.6320980119448905
mcq,80,0,1,0.44749369615601703,5.577877125328762
mcq,80,0,2,0.4486461212777251,5.595422698678228
mcq,80,0,3,0.4449616361097863,5.5604463839019305
mcq,80,0,4,0.4460730856369201,5.562957592292487
mcq,80,0,5,0.4518464802396371,5.640971204018557
mcq,80,0,6,0.4433368985503804,5.523026227741283
mcq,80,0,7,0.4580559676543867,5.7064507776691515
mcq,80,1,2,0.4440766139078418,5.549703734381717
mcq,80,1,3,0.4404139352380185,5.489445974335691
mcq,80,1,4,0.44144361696272216,5.499443945961263
mcq,80,1,5,0.44284138458260724,5.511891284664517
mcq,80,1,6,0.43745877298702107,5.446261073632824
mcq,80,1,7,0.45626957866551987,5.704370013642084
mcq,80,2,3,0.44494203082871087,5.550174133072987
mcq,80,2,4,0.44108950364542154,5.48436479886008
mcq,80,2,5,0.44831662289756125,5.590361061428499
mcq,80,2,6,0.4402654410023639,5.4875620239278815
mcq,80,2,7,0.4587591032559976,5.734528641362368
mcq,80,3,4,0.4378213640813452,5.448469494568018
mcq,80,3,5,0.4446480645385801,5.551936159956712
mcq,80,3,6,0.4379034655711982,5.445743451952104
mcq,80,3,7,0.4555972141755424,5.677616464986239
mcq,80,4,5,0.4451846627811417,5.556256216944914
mcq,80,4,6,0.43759945611602347,5.434181415445748
mcq,80,4,7,0.4526283641623427,5.63996107770288
mcq,80,5,6,0.441631571541188,5.496381816523729
mcq,80,5,7,0.45891985846865674,5.711911965366156
mcq,80,6,7,0.45135134012650635,5.6324560494065805
mcq,81,0,1,0.4475171417254844,5.578169367446909
mcq,81,0,2,0.4486701012141807,5.595721771542995
mcq,81,0,3,0.4449845327962671,5.560732511485105
mcq,81,0,4,0.4460961920443696,5.5632457512711175
mcq,81,0,5,0.451876473258552,5.641345644815199
mcq,81,0,6,0.44335842221877775,5.523294366453546
mcq,81,0,7,0.45808496238532836,5.706811993364643
mcq,81,1,2,0.444099390350473,5.549988375600749
mcq,81,1,3,0.440435297736446,5.489712242661037
mcq,81,1,4,0.44146551775012594,5.499716782962573
mcq,81,1,5,0.4428702482356763,5.512250540423652
mcq,81,1,6,0.43747916547307275,5.446514955392286
mcq,81,1,7,0.45629751821879855,5.704719319309982
mcq,81,2,3,0.4449641301282152,5.550449798107911
mcq,81,2,4,0.4411117114707876,5.484640923806809
mcq,81,2,5,0.44834627752764605,5.590730844927148
mcq,81,2,6,0.44028635827689633,5.4878227412830904
mcq,81,2,7,0.4587875457748812,5.734884175319106
mcq,81,3,4,0.43784260172950723,5.448733786554751
mcq,81,3,5,0.4446763202604851,5.552288964740273
mcq,81,3,6,0.43792352802156376,5.445992947483194
mcq,81,3,7,0.4556243897014924,5.677955124242218
mcq,81,4,5,0.44521314728409994,5.5566117260400825
mcq,81,4,6,0.43761958726226247,5.434431407302992
mcq,81,4,7,0.4526560324178599,5.640305837104986
mcq,81,5,6,0.4416586345096312,5.496718632134836
mcq,81,5,7,0.45895402783984934,5.712337251909247
mcq,81,6,7,0.4513773179772856,5.6327802294627
mcq,82,0,1,0.44753837925915946,5.5784340870492235
mcq,82,0,2,0.4486918308378342,5.59599277896657
mcq,82,0,3,0.4450052756997898,5.560991724400386
mcq,82,0,4,0.44611712541031756,5.563506810345924
mcq,82,0,5,0.45190364464910165,5.641684859655563
mcq,82,0,6,0.44337792376639806,5.523537313880978
mcq,82,0,7,0.4581112353267917,5.707139301069011
mcq,82,1,2,0.4441200075390588,5.5502460322413
mcq,82,1,3,0.44045462944510294,5.489953198638523
mcq,82,1,4,0.4414853430247378,5.4999637635106025
mcq,82,1,5,0.44289638520732444,5.512575858136158
mcq,82,1,6,0.437497627145187,5.446744798962466
mcq,82,1,7,0.45632281926911644,5.7050356379064775
mcq,82,2,3,0.44498414453355906,5.550699456326582
mcq,82,2,4,0.4411318270086724,5.48489103392499
mcq,82,2,5,0.44837313999754363,5.591065811105199
mcq,82,2,6,0.4403053046837962,5.488058893325269
mcq,82,2,7,0.4588133113668325,5.735206247456657
mcq,82,3,4,0.4378618364346953,5.448973152910648
mcq,82,3,5,0.44470192045152,5.552608612204512
mcq,82,3,6,0.43794170306085106,5.446218971273754
mcq,82,3,7,0.45564900669724084,5.678261899297094
mcq,82,4,5,0.4452389510891785,5.556933777908386
mcq,82,4,6,0.43763782281105523,5.43465785932199
mcq,82,4,7,0.45268109483824764,5.640618126582826
mcq,82,5,6,0.4416831487198486,5.497023726851717
mcq,82,5,7,0.4589849800573342,5.712722496387436
mcq,82,6,7,0.451400847620672,5.6330738581072834
mcq,83,0,1,0.44755762804601096,5.5786740175081135
mcq,83,0,2,0.4487115156130263,5.596238283458205
mcq,83,0,3,0.44502405229962355,5.561226365475425
mcq,83,0,4,0.44613609279426525,5.563743351746728
mcq,83,0,5,0.45192824743681576,5.641992007377418
mcq,83,0,6,0.4433955841092624,5.523757323848904
mcq,83,0,7,0.4581350393246489,5.707435850730354
mcq,83,1,2,0.444138655508569,5.5504790792038925
mcq,83,1,3,0.44047206887967816,5.490170568767541
mcq,83,1,4,0.4415032904124624,5.500187349601725
mcq,83,1,5,0.44292003744416814,5.512870249226649
mcq,83,1,6,0.43751431246390265,5.446952527341535
mcq,83,1,7,0.4563457272360702,5.705322037714562
mcq,83,2,3,0.44500222680706186,5.550925013274923
mcq,83,2,4,0.44115002443804413,5.485117294899807
mcq,83,2,5,0.4483974490187415,5.591368936616513
mcq,83,2,6,0.4403224471166889,5.488272560252034
mcq,83,2,7,0.4588366548365965,5.735498042856466
mcq,83,3,4,0.43787924728472094,5.449189822294606
mcq,83,3,5,0.44472511774781864,5.552898256798529
mcq,83,3,6,0.43795815115188624,5.44642351883068
mcq,83,3,7,0.45567128320473316,5.678539507372353
mcq,83,4,5,0.44526233392261266,5.557225614138382
mcq,83,4,6,0.43765434537975656,5.4348630392748385
mcq,83,4,7,0.4527037985404,5.640901025328458
mcq,83,5,6,0.4417053118244619,5.497299560585182
mcq,83,5,7,0.4590130019500047,5.713071268795262
mcq,83,6,7,0.4514221481236888,5.633339669098426
mcq,84,0,1,0.44757500998344346,5.578890678238827
mcq,84,0,2,0.4487293060993388,5.596460162766221
mcq,84,0,3,0.4450410091120517,5.561438265645455
mcq,84,0,4,0.4461531913287729,5.563956586809365
mcq,84,0,5,0.45195051154008975,5.642269958342943
mcq,84,0,6,0.4434115462649345,5.523956178049213
mcq,84,0,7,0.45815655519451765,5.707703894945504
mcq,84,1,2,0.44415553128872964,5.550689978803748
mcq,84,1,3,0.44048781663120534,5.490366853272433
mcq,84,1,4,0.44151949784728406,5.500389259598573
mcq,84,1,5,0.44294145354937736,5.513136807971526
mcq,84,1,6,0.4375294057331159,5.4471404350705965
mcq,84,1,7,0.4563664403958871,5.705580997621757
mcq,84,2,3,0.44501857840731024,5.551128981932512
mcq,84,2,4,0.44116643004827594,5.485321276972641
mcq,84,2,5,0.4484194719167042,5.591643554921841
mcq,84,2,6,0.4403379637254897,5.48846596256179
mcq,84,2,7,0.45885778167332875,5.735762130150827
mcq,84,3,4,0.4378948915244325,5.449384507090341
mcq,84,3,5,0.4447461130932755,5.553160407535097
mcq,84,3,6,0.4379730123781401,5.446608332224322
mcq,84,3,7,0.45569138945050147,5.678790069817581
mcq,84,4,5,0.4452834645881735,5.557489341534463
mcq,84,4,6,0.43766921771271206,5.435047726331053
mcq,84,4,7,0.4527242693204011,5.6411561008199165
mcq,84,5,6,0.4417253674176373,5.497549165017365
mcq,84,5,7,0.45903836019974664,5.713386888369025
mcq,84,6,7,0.45144139099178027,5.633579802668782
mcq,85,0,1,0.4475907198831073,5.5790864975112076
mcq,85,0,2,0.448745416708514,5.596661090990033
mcq,85,0,3,0.4450563577814808,5.561630069716859
mcq,85,0,4,0.44616865220305857,5.564149398684281
mcq,85,0,5,0.4519706247224416,5.642521056641657
mcq,85,0,6,0.4434260063550282,5.524136319736278
mcq,85,0,7,0.4581760491075136,5.707946749668138
mcq,85,1,2,0.4441707975154606,5.550880763530629
mcq,85,1,3,0.44050203848315006,5.490544118526002
mcq,85,1,4,0.4415341376029354,5.5005716396636455
mcq,85,1,5,0.4429607941086282,5.513377533124339
mcq,85,1,6,0.4375430324443949,5.447310084490801
mcq,85,1,7,0.4563851814590458,5.705815301997295
mcq,85,2,3,0.4450333740934408,5.551313542231951
mcq,85,2,4,0.44118127793443945,5.485505890806205
mcq,85,2,5,0.44843940338288496,5.591892093759669
mcq,85,2,6,0.44035201689011316,5.488641124192301
mcq,85,2,7,0.45887692007718633,5.736001361861527
mcq,85,3,4,0.43790904179627094,5.449560600197659
mcq,85,3,5,0.4447651030686108,5.553397518947806
mcq,85,3,6,0.43798647316156875,5.44677572978789
mcq,85,3,7,0.45570958523365007,5.679016824228679
mcq,85,4,5,0.44530254250970375,5.5577274490637
mcq,85,4,6,0.43768268740800964,5.4352149952040705
mcq,85,4,7,0.4527427917729571,5.641386899240322
mcq,85,5,6,0.4417434539074188,5.497774262723159
mcq,85,5,7,0.4590612788055462,5.713672143095488
mcq,85,6,7,0.4514588058278539,5.633797124054745
mcq,86,0,1,0.4476049414121162,5.579263764681734
mcq,86,0,2,0.4487600101377626,5.596843097255989
mcq,86,0,3,0.4450702577517979,5.561803770174189
mcq,86,0,4,0.44618265489853765,5.564324025676215
mcq,86,0,5,0.4519888388858677,5.6427484470848395
mcq,86,0,6,0.44343910391879987,5.524299487269743
mcq,86,0,7,0.4581937060260761,5.7081667191560985
mcq,86,1,2,0.4441846066399986,5.551053338594518
mcq,86,1,3,0.44051490175783403,5.490704450081798
mcq,86,1,4,0.4415473811201375,5.5007366255818955
mcq,86,1,5,0.44297829848041725,5.513595403896282
mcq,86,1,6,0.43755536088701813,5.447463570764945
mcq,86,1,7,0.4564021441665054,5.7060273730279025
mcq,86,2,3,0.4450467683137998,5.5514806207505405
mcq,86,2,4,0.4411947231237039,5.48567306395838
mcq,86,2,5,0.4484574547145028,5.59211718793693
mcq,86,2,6,0.44036474397658826,5.488799757302947
mcq,86,2,7,0.45889425314823457,5.736218026755288
mcq,86,3,4,0.43792185479822593,5.449720051645242
mcq,86,3,5,0.4447823037225778,5.553612288650747
mcq,86,3,6,0.4379986652640313,5.446927350104629
mcq,86,3,7,0.45572606343851363,5.679222174314973
mcq,86,4,5,0.445319821157236,5.5579431002323
mcq,86,4,6,0.4376948867232515,5.435366488290367
mcq,86,4,7,0.4527595654984745,5.641595907704079
mcq,86,5,6,0.4417598320980252,5.497978099574593
mcq,86,5,7,0.4590820353614638,5.7139304880285255
mcq,86,6,7,0.45147457659006895,5.633993928887576
mcq,87,0,1,0.44761782861346316,5.579424399850945
mcq,87,0,2,0.44877323355637494,5.597008017029388
mcq,87,0,3,0.4450828378296179,5.561960976644469
mcq,87,0,4,0.44619533909057385,5.5644822096704125
mcq,87,0,5,0.45200531829073637,5.642954180342459
mcq,87,0,6,0.44345095071480717,5.52444707292137
mcq,87,0,7,0.4582097038675579,5.7083660198997
mcq,87,1,2,0.44419709528482115,5.551209411390604
mcq,87,1,3,0.4405264933357048,5.490848930842708
mcq,87,1,4,0.44155936481973945,5.500885916865524
mcq,87,1,5,0.4429941226343427,5.513792361586202
mcq,87,1,6,0.43756649927612673,5.447602241146638
mcq,87,1,7,0.4564174864911721,5.706219185721233
mcq,87,2,3,0.4450588590976411,5.551631440297976
mcq,87,2,4,0.4412068792716603,5.485824209586174
mcq,87,2,5,0.4484737770042237,5.592320721529548
mcq,87,2,6,0.44037624822903526,5.488943148750384
mcq,87,2,7,0.4589099501386406,5.736414240498902
mcq,87,3,4,0.43793344721466076,5.449864313512056
mcq,87,3,5,0.44479788673349996,5.553806860242799
mcq,87,3,6,0.43800968976589555,5.447064450204442
mcq,87,3,7,0.4557409609038702,5.6794078253505
mcq,87,4,5,0.44533546675800517,5.558138369687447
mcq,87,4,6,0.4377059185240843,5.435503482992318
mcq,87,4,7,0.45277474337078244,5.641785031090584
mcq,87,5,6,0.44177463799138744,5.498162368200972
mcq,87,5,7,0.4591008153194539,5.714164231382127
mcq,87,6,7,0.4514888402673722,5.634171926665296
mcq,88,0,1,0.44762947042644663,5.579569511621
mcq,88,0,2,0.44878520085125956,5.5971572706844706
mcq,88,0,3,0.4450941822716905,5.562102742039014
mcq,88,0,4,0.44620680013776304,5.564625139879675
mcq,88,0,5,0.4520202144827607,5.643140148351359
mcq,88,0,6,0.4434616604326994,5.52458049302018
mcq,88,0,7,0.45822414900395175,5.708545977078799
mcq,88,1,2,0.44420839654566163,5.551350645239732
mcq,88,1,3,0.44053693777135616,5.49097911329302
mcq,88,1,4,0.4415701937100723,5.5010208216938965
mcq,88,1,5,0.443008442561832,5.51397059669763
mcq,88,1,6,0.4375765662194805,5.4477275722752
mcq,88,1,7,0.4564313468706938,5.70639247085138
mcq,88,2,3,0.44506977889962396,5.551767653103925
mcq,88,2,4,0.4412178544627104,5.485960671576221
mcq,88,2,5,0.44848856250917696,5.592505091920791
mcq,88,2,6,0.44038664815892614,5.489072775686786
mcq,88,2,7,0.4589241535827836,5.736591784784489
mcq,88,3,4,0.4379438732488123,5.4499940603304715
mcq,88,3,5,0.444811986520489,5.553982912099255
mcq,88,3,6,0.4380196210529052,5.447187955144353
mcq,88,3,7,0.45575437509623,5.679574991955206
mcq,88,4,5,0.44534960748106706,5.558314857080194
mcq,88,4,6,0.43771586210508767,5.435626964002946
mcq,88,4,7,0.4527884227087539,5.641955482038506
mcq,88,5,6,0.4417880231601097,5.498328955018393
mcq,88,5,7,0.4591177769613394,5.714375343199256
mcq,88,6,7,0.4515016970623309,5.634332367825216
mcq,89,0,1,0.44763999449054226,5.5797006909803715
mcq,89,0,2,0.4487960537571761,5.597292625908181
mcq,89,0,3,0.44510445045657804,5.562231058026042
mcq,89,0,4,0.4462171702913318,5.564754465603164
mcq,89,0,5,0.45203368865562094,5.643308363496163
mcq,89,0,6,0.44347137693761357,5.524701539817002
mcq,89,0,7,0.45823723479795186,5.708708999601419
mcq,89,1,2,0.4442186130499959,5.5514783226955595
mcq,89,1,3,0.44054635567841094,5.491096500795622
mcq,89,1,4,0.4415799645607859,5.501142545610019
mcq,89,1,5,0.44302137354236004,5.514131544073724
mcq,89,1,6,0.43758564007849515,5.447840539732229
mcq,89,1,7,0.45644388097998106,5.706549174696013
mcq,89,2,3,0.4450796557669461,5.5518908564197025
mcq,89,2,4,0.44122778035810534,5.486084086962103
mcq,89,2,5,0.4485019656788025,5.592672225044453
mcq,89,2,6,0.4403960609712831,5.489190098980457
mcq,89,2,7,0.458937016038491,5.736752566598144
mcq,89,3,4,0.43795329466349464,5.450111305158394
mcq,89,3,5,0.444824734147283,5.554142080699764
mcq,89,3,6,0.43802860281509903,5.447299651845794
mcq,89,3,7,0.4557665070133009,5.679726178946632
mcq,89,4,5,0.44536239027393904,5.5584743964316194
mcq,89,4,6,0.43772486396858806,5.4357387506120345
mcq,89,4,7,0.45280079029232695,5.642109587913215
mcq,89,5,6,0.44180009946447263,5.498479252198189
mcq,89,5,7,0.4591331077282838,5.714566156452447
mcq,89,6,7,0.45151332947302514,5.634477529778132
mcq,90,0,1,0.4476495202542136,5.579819426818977
mcq,90,0,2,0.4488058856437272,5.597415247187112
mcq,90,0,3,0.44511374840898493,5.562347249539294
mcq,90,0,4,0.4462265628494267,5.564871599777018
mcq,90,0,5,0.45204588904771104,5.643460676424265
mcq,90,0,6,0.44348017784621147,5.524811180248857
mcq,90,0,7,0.45824908689807603,5.7088566527939255
mcq,90,1,2,0.4442278503700786,5.551593763113166
mcq,90,1,3,0.4405548658697866,5.491202574268893
mcq,90,1,4,0.4415887989545657,5.501252603274286
mcq,90,1,5,0.4430330697380588,5.514277122516435
mcq,90,1,6,0.4375938497655362,5.447942748447014
mcq,90,1,7,0.4564552234365709,5.706690980269467
mcq,90,2,3,0.44508859468856743,5.552002359869866
mcq,90,2,4,0.44123676688631225,5.486195822558971
mcq,90,2,5,0.4485141014907482,5.592823554634045
mcq,90,2,6,0.44040458298267066,5.4892963191415305
mcq,90,2,7,0.45894866291896685,5.736898153615813
mcq,90,3,4,0.43796182234352216,5.450217427902283
mcq,90,3,5,0.44483627913467405,5.554286232981252
mcq,90,3,6,0.43803673648022917,5.4474008016587225
mcq,90,3,7,0.4557774908765252,5.679863058981784
mcq,90,4,5,0.44537396357586617,5.558618840380747
mcq,90,4,6,0.43773301365616557,5.435839954761529
mcq,90,4,7,0.4528119869830201,5.642249103915102
mcq,90,5,6,0.44181103190167365,5.498615313233935
mcq,90,5,7,0.45914698731883186,5.714738907746301
mcq,90,6,7,0.4515238603140404,5.634608945138869
mcq,91,0,1,0.44765815517867885,5.57992705860925
mcq,91,0,2,0.4488147826361758,5.5975262086579365
mcq,91,0,3,0.44512216305000807,5.562452402784993
mcq,91,0,4,0.4462350708147753,5.564977702234116
mcq,91,0,5,0.4520569291696156,5.6435985042318855
mcq,91,0,6,0.44348813597144016,5.524910321408786
mcq,91,0,7,0.4582598178488232,5.708990338733113
mcq,91,1,2,0.4442361835368435,5.551697904167358
mcq,91,1,3,0.4405625224778096,5.491298008433723
mcq,91,1,4,0.44159678852719914,5.501352136272751
mcq,91,1,5,0.44304363622352155,5.514408639852347
mcq,91,1,6,0.437601273981819,5.448035178231579
mcq,91,1,7,0.4564654810326845,5.706819222708626
mcq,91,2,3,0.44509662983820947,5.552102589734902
mcq,91,2,4,0.4412448594755788,5.486296443207022
mcq,91,2,5,0.4485250470858033,5.5929600426098744
mcq,91,2,6,0.4404122636490045,5.4893920525990465
mcq,91,2,7,0.4589591919869896,5.737029767880717
mcq,91,3,4,0.4379695365842317,5.450313427797738
mcq,91,3,5,0.4448467436719774,5.554416894616116
mcq,91,3,6,0.4380440895312516,5.447492243797471
mcq,91,3,7,0.45578741418819,5.679986722507246
mcq,91,4,5,0.4453844439469908,5.558749643690217
mcq,91,4,6,0.43774038357541334,5.4359314756207295
mcq,91,4,7,0.4528221150096829,5.642375303863436
mcq,91,5,6,0.44182090602329666,5.498738202868735
mcq,91,5,7,0.45915954127297026,5.714895159604948
mcq,91,6,7,0.4515333755547282,5.634727686727093
mcq,92,0,1,0.44766594813306504,5.580024195490469
mcq,92,0,2,0.4488228299192759,5.597626572727491
mcq,92,0,3,0.4451297568717848,5.562547298693791
mcq,92,0,4,0.4462427558223101,5.565073541620954
mcq,92,0,5,0.4520669209800005,5.64372324464068
mcq,92,0,6,0.44349532055126273,5.524999825853206
mcq,92,0,7,0.45826948516564187,5.709110773945125
mcq,92,1,2,0.44424371803434615,5.551792064110974
mcq,92,1,3,0.44056942397558374,5.491384030687203
mcq,92,1,4,0.44160400039224873,5.501441980696959
mcq,92,1,5,0.44305319536836196,5.514527619173091
mcq,92,1,6,0.43760797278880254,5.4481185768372695
mcq,92,1,7,0.45647472149465573,5.706934748741142
mcq,92,2,3,0.4451038863956505,5.552193107498147
mcq,92,2,4,0.4412521583686952,5.486387195292816
mcq,92,2,5,0.448534952380088,5.59308355837673
mcq,92,2,6,0.4404191977807586,5.489478481090904
mcq,92,2,7,0.458968704948212,5.737148680722352
mcq,92,3,4,0.4379764757100023,5.450399781772628
mcq,92,3,5,0.44485619267390364,5.554534876138254
mcq,92,3,6,0.438050714169611,5.44757462743634
mcq,92,3,7,0.4557963103024456,5.6800975851798
mcq,92,4,5,0.44539391272387385,5.5588678215045535
mcq,92,4,6,0.4377470171799367,5.436013852803595
mcq,92,4,7,0.4528312130463209,5.642488669654413
mcq,92,5,6,0.4418298148951976,5.49884907936552
mcq,92,5,7,0.4591708523438962,5.715035942009917
mcq,92,6,7,0.4515419163283591,5.634834267848776
mcq,93,0,1,0.4476729782532604,5.5801118238681715
mcq,93,0,2,0.44883012132692024,5.5977175096729
mcq,93,0,3,0.4451366201388497,5.562633065253053
mcq,93,0,4,0.44624971086061593,5.565160277594035
mcq,93,0,5,0.4520759544560026,5.643836020949069
mcq,93,0,6,0.44350182676709626,5.525080879338285
mcq,93,0,7,0.45827823682724694,5.709219801945411
mcq,93,1,2,0.44425052486719924,5.551877130301179
mcq,93,1,3,0.44057563434661295,5.49146143853813
mcq,93,1,4,0.44161050390596174,5.50152300057751
mcq,93,1,5,0.4430618084173123,5.514634822770352
mcq,93,1,6,0.4376140229459464,5.448193899901697
mcq,93,1,7,0.45648307666395954,5.707039206674487
mcq,93,2,3,0.4451104408111128,5.552274866794046
mcq,93,2,4,0.44125875876591214,5.486469262505607
mcq,93,2,5,0.44854396313760525,5.5931959195638585
mcq,93,2,6,0.44042547312069613,5.489556698261549
mcq,93,2,7,0.4589773215273745,5.737256388710373
mcq,93,3,4,0.4379827417404301,5.450477759410173
mcq,93,3,5,0.44486471730978633,5.554641315900353
mcq,93,3,6,0.4380567019009211,5.447649090534118
mcq,93,3,7,0.4558043535146147,5.68019781905398
mcq,93,4,5,0.4454024607329003,5.558974507408778
mcq,93,4,6,0.43775301425452123,5.436088325453866
mcq,93,4,7,0.4528394391739475,5.642591171051381
mcq,93,5,6,0.44183783319210485,5.498948872098106
mcq,93,5,7,0.45918107306130945,5.7151631534107965
mcq,93,6,7,0.45154964390039365,5.634930700950848
mcq,94,0,1,0.44767933944108496,5.580191114200887
mcq,94,0,2,0.44883672646455886,5.597799887599105
mcq,94,0,3,0.4451428337067705,5.562710712871347
mcq,94,0,4,0.4462560083004626,5.565238812686008
mcq,94,0,5,0.45208413169245365,5.6439381077359885
mcq,94,0,6,0.4435077177645386,5.5251542685226465
mcq,94,0,7,0.458286161352542,5.709318525500447
mcq,94,1,2,0.4442566734581747,5.551953970326592
mcq,94,1,3,0.44058124047148567,5.4915313148911515
mcq,94,1,4,0.4416163790876198,5.501596192783625
mcq,94,1,5,0.44306959382278477,5.514731724979733
mcq,94,1,6,0.4376194918122903,5.448261986029407
mcq,94,1,7,0.4564906319168999,5.707133663899632
mcq,94,2,3,0.4451163699208912,5.552348826072882
mcq,94,2,4,0.441264732993775,5.486543544130358
mcq,94,2,5,0.44855212005729606,5.59329763367369
mcq,94,2,6,0.4404311531831161,5.4896274957667055
mcq,94,2,7,0.4589851223193807,5.737353899288075
mcq,94,3,4,0.4379884113009097,5.450548314275364
mcq,94,3,5,0.4448724359905835,5.554737692397729
mcq,94,3,6,0.43806212302844355,5.447716507378305
mcq,94,3,7,0.4558116344243425,5.680288553175403
mcq,94,4,5,0.4454101986926945,5.5590710832587735
mcq,94,4,6,0.43775844177182377,5.436155725248919
mcq,94,4,7,0.4528468847542466,5.642683946463647
mcq,94,5,6,0.44184509003666234,5.4990391880787595
mcq,94,5,7,0.45919032454210057,5.715278301279978
mcq,94,6,7,0.45155663697114,5.635017968141898
mcq,95,0,1,0.4476850935819654,5.580262837872234
mcq,95,0,2,0.44884271286105987,5.597874548712344
mcq,95,0,3,0.4451484516399908,5.562780917162964
mcq,95,0,4,0.4462617110745117,5.565309931727293
mcq,95,0,5,0.4520915321656573,5.644030497204676
mcq,95,0,6,0.4435130327617326,5.525220481980174
mcq,95,0,7,0.45829333654501214,5.709407913884275
mcq,95,1,2,0.44426222907040697,5.552023399792108
mcq,95,1,3,0.44058626804513723,5.491593980015332
mcq,95,1,4,0.4416216790570624,5.5016622190749676
mcq,95,1,5,0.44307660826162165,5.514819031237996
mcq,95,1,6,0.4376244327583528,5.448323499671077
mcq,95,1,7,0.4564974542625975,5.707218958177489
mcq,95,2,3,0.4451217010086817,5.552415325669473
mcq,95,2,4,0.4412701336793893,5.486610694515547
mcq,95,2,5,0.44855949121060135,5.593389549534738
mcq,95,2,6,0.44043628118192185,5.489691412233647
mcq,95,2,7,0.45899218210802994,5.737442147259448
mcq,95,3,4,0.43799353751455317,5.450612107458955
mcq,95,3,5,0.4448794172223804,5.5548248610066695
mcq,95,3,6,0.43806701964568084,5.447777401441388
mcq,95,3,7,0.4558182148416127,5.6803705578151975
mcq,95,4,5,0.4454172069745864,5.559158552152218
mcq,95,4,6,0.4377633405044312,5.436216558509387
mcq,95,4,7,0.4528536191396518,5.642767860054961
mcq,95,5,6,0.44185164127836635,5.4991207223894785
mcq,95,5,7,0.4591986983540786,5.715382525309404
mcq,95,6,7,0.4515629564700689,5.63509682976655
mcq,96,0,1,0.44769027268530076,5.580327393869943
mcq,96,0,2,0.44884811911476824,5.597941974403284
mcq,96,0,3,0.4451534915002297,5.562843897587268
mcq,96,0,4,0.4462668409838612,5.565373906598413
mcq,96,0,5,0.45209821665666294,5.644113948161861
mcq,96,0,6,0.44351781654538563,5.5252800776571185
mcq,96,0,7,0.45829979680241456,5.7094883956233655
mcq,96,1,2,0.4442672540949893,5.552086198410222
mcq,96,1,3,0.44059076924578233,5.491650084274948
mcq,96,1,4,0.4416264490335732,5.501721642787162
mcq,96,1,5,0.4430829127144888,5.514897500550085
mcq,96,1,6,0.4376288934076255,5.448379033728221
mcq,96,1,7,0.45650358943260033,5.7072956612526635
mcq,96,2,3,0.44512649914536634,5.552475177273207
mcq,96,2,4,0.4412749966238721,5.486671158800732
mcq,96,2,5,0.44856611807219954,5.593472184322621
mcq,96,2,6,0.4404409129688835,5.489749143810706
mcq,96,2,7,0.45899855921627775,5.7375218616665
mcq,96,3,4,0.4379981012623517,5.450668901034375
mcq,96,3,5,0.4448857011666041,5.554903323188213
mcq,96,3,6,0.4380714065391297,5.447831956607428
mcq,96,3,7,0.4558240865057404,5.680443730029362
mcq,96,4,5,0.44542341753136594,5.559236064806184
mcq,96,4,6,0.4377677228977831,5.436270979784768
mcq,96,4,7,0.4528596436000228,5.6428429276483705
mcq,96,5,6,0.44185751942820284,5.499193879649869
mcq,96,5,7,0.4592061168249949,5.715474858757194
mcq,96,6,7,0.45156862240793694,5.635167535540929
mcq,97,0,1,0.44769493554754997,5.580385515074559
mcq,97,0,2,0.4488530113919397,5.5980029898839385
mcq,97,0,3,0.4451580431511824,5.56290077712255
mcq,97,0,4,0.44627147917242577,5.565431749241514
mcq,97,0,5,0.4521042416765195,5.644189166106453
mcq,97,0,6,0.44352213712283833,5.52533390277898
mcq,97,0,7,0.4583056410339963,5.70956120292686
mcq,97,1,2,0.44427178592221916,5.552142833454071
mcq,97,1,3,0.4405948111572337,5.491700463821937
mcq,97,1,4,0.4416307406213245,5.501775106797901
mcq,97,1,5,0.44308858859350975,5.514968146224129
