epoch_zero,left_segment_id,right_segment_id,first_optimizer_step_zero,second_optimizer_step_zero,optimizer_step_lag,same_optimizer_update
7,r5-f1-e8d6bec744f8d61e31dadcd7,r5-f1-efc5731ec7a8e9343621fbd7,258,259,1,False
7,r5-f1-ecf4946e7096b0f851fa9165,r5-f1-f79bcda9f779fd7ae1e9cad1,260,273,13,False
8,r5-f1-01b355775f2293b3ee1364b8,r5-f1-5c346dd9cec6ff67cc2a65de,294,299,5,False
8,r5-f1-021f03f1caf81b5e7b4e0920,r5-f1-83ac1d4a97bc2845e64596ab,288,312,24,False
8,r5-f1-05c2d8fed07d2996eea98947,r5-f1-fb2fd685d93a8e5350209fe8,308,322,14,False
8,r5-f1-072c39f4b8f288d57977e728,r5-f1-d463ffd94aae21470865802f,306,320,14,False
8,r5-f1-081c8e4b441012fd60db6ffe,r5-f1-9dd1420e88d6e1aa0115e74e,303,317,14,False
8,r5-f1-0d7f93d677ecae4c0ec37117,r5-f1-74bd80f2dff32f9fd1ee2f05,295,313,18,False
8,r5-f1-0e1c4b16ee27b5e02fcf1570,r5-f1-45f9baf8b494b40958de6249,301,310,9,False
8,r5-f1-12ec8264f1d798a20c8472ea,r5-f1-56bd5df46af93b8ef534ad9d,298,315,17,False
8,r5-f1-140b51f700eef3b9720a28c7,r5-f1-8b1ca5fb3df0743f8a5d2031,309,313,4,False
8,r5-f1-14592ad3fb277d902fcca8a4,r5-f1-c4ab86140291c3379237f3c6,289,311,22,False
8,r5-f1-17676cb8c65e947d9311466c,r5-f1-3ce5098afba99ac89b520439,299,306,7,False
8,r5-f1-1bd0b8bb497d87746752f61f,r5-f1-33d8225a9aa06186a07bcb81,292,300,8,False
8,r5-f1-1c05cb63b8fa86864476c790,r5-f1-753ac65796df96e3fa0dcd28,288,322,34,False
8,r5-f1-20081323b12313d0072a7558,r5-f1-68d84a588a2d97d510b9a798,298,316,18,False
8,r5-f1-213f6964c85dc869bfbc8e29,r5-f1-95b980071b480fd75474c504,318,320,2,False
8,r5-f1-2147d221d19787de20e29742,r5-f1-5fd7690662a56145be3a1b69,295,312,17,False
8,r5-f1-2209d0e463a55c60f24d2bfd,r5-f1-e6a3829cabd0249e46ded6fb,298,304,6,False
8,r5-f1-2d7ae5c0099ef1115cf9f49a,r5-f1-631687bae6a2a482c1b3467b,289,292,3,False
8,r5-f1-2f1f5522e8d48066aac367d3,r5-f1-f8c8b2629e7b13eb61c9d81e,293,298,5,False
8,r5-f1-3017647d3ea4dc9401adaf52,r5-f1-8d011739799631b71397985a,312,323,11,False
8,r5-f1-30d977225541ff1a4a549b3a,r5-f1-cca1530b46be3dd4d215ac9c,295,317,22,False
8,r5-f1-346838407cd512cc36b86a9f,r5-f1-384d4e783ac18f38d095fa6e,291,310,19,False
8,r5-f1-34d7dd11544b6dc87eb38bc0,r5-f1-7cc24d6be18b764c0c76a497,299,314,15,False
8,r5-f1-35d192def35747e67a3ea4bb,r5-f1-5b1d1399ad42dbda18fd62f4,288,304,16,False
8,r5-f1-35e06a6dbda44ebe51cadbbe,r5-f1-d8ee7108e6ed2dcfff764999,296,312,16,False
8,r5-f1-36c43a561be78681da35b3dd,r5-f1-883da7d6d35d9501a32a56c0,296,322,26,False
8,r5-f1-3d453f1453f64f70f9e9db5e,r5-f1-c7d613dd83014711dfe30d19,297,300,3,False
8,r5-f1-3d698dcc509fc631398f092d,r5-f1-e29eb97b70aaf293eeff3460,296,308,12,False
8,r5-f1-3e1835364efa0cd70eac8440,r5-f1-e53d27897f2b54b319359276,290,310,20,False
8,r5-f1-4064f2111ade33c872dddebb,r5-f1-8a99660c10ca49b3ea406d3a,289,303,14,False
8,r5-f1-41e9c948500eca6be7d91b52,r5-f1-dfc1a5170b311824b4d300ee,294,318,24,False
8,r5-f1-424ad895f87caef3551f0413,r5-f1-a5956cf71dc55f0b13dc6bcd,292,293,1,False
8,r5-f1-42bcd10207498d81228ee876,r5-f1-c33bda226b9dbfc0e3534b21,293,307,14,False
8,r5-f1-43d80123c368360fd146bbad,r5-f1-93bc6cd81b8e9c116cd78963,316,319,3,False
8,r5-f1-449082cbacc6b0b2df6b852f,r5-f1-ec24766b2964895b1e852dcf,290,307,17,False
8,r5-f1-46ca7e059c993e52aa2b696b,r5-f1-6389741841a6424240f2518f,305,323,18,False
8,r5-f1-484ccb5a8904c06ecb1eac33,r5-f1-abc0d8bc8badced6be8c2145,291,316,25,False
8,r5-f1-4c165001a3383e566579ad5b,r5-f1-aa1db5f9f2f6d628fe566631,322,323,1,False
8,r5-f1-4dc8aa1a120bbc32912d380e,r5-f1-8cb46f3d2238e81eb01d280c,303,321,18,False
8,r5-f1-51b98737a31bc79debbbfa14,r5-f1-c25660d46a0474e9b149d7ea,301,304,3,False
8,r5-f1-533c9a69b6238d710eabce91,r5-f1-ccfe0f67bd23dcb77ca62be7,297,315,18,False
8,r5-f1-54e337479077092c43e9373c,r5-f1-d3e01ada2aa733e5e0d6dfd8,290,318,28,False
8,r5-f1-5b88de40cf368cfe44843a1e,r5-f1-b5b521cbaa21cde776509fcd,305,307,2,False
8,r5-f1-5e4a2f47c8c40a725de2d246,r5-f1-d5a1e49631ce5b003b2e4a38,300,321,21,False
8,r5-f1-5f828a137a622871abcb86c7,r5-f1-c4577184ceeecd7502540cd3,293,297,4,False
8,r5-f1-60cdf979d89056f9382a846b,r5-f1-f048b20b5fd8c992c80f6732,297,323,26,False
8,r5-f1-6326749e86f5b189fc0e8433,r5-f1-f26c34b2d8b52e2cb8fbbbf6,303,321,18,False
8,r5-f1-633a38dfec01bdf942d94a18,r5-f1-7cbccd51bc7fc9dd0ffbc1d9,314,317,3,False
8,r5-f1-64efda09ee23454ef6fc4ea0,r5-f1-9791bc14ea20d25013131014,301,302,1,False
8,r5-f1-6c79a35c4220624067f86b80,r5-f1-da55951d31390d807d7d1725,290,315,25,False
8,r5-f1-720bb6d0cb4b78b9ffeb03a4,r5-f1-9e4eb2e6a343877e7cadf273,291,295,4,False
8,r5-f1-75b0f8cbaa9c3b464b678254,r5-f1-a73cccc1ce0baf4c400e2f82,311,314,3,False
8,r5-f1-7692b4c408bd859d83c37780,r5-f1-8314892e9ca8c8f4ff0220a7,305,313,8,False
8,r5-f1-78188385de6e2de136e13d33,r5-f1-94800f8cbff36e8722e36eb7,301,305,4,False
8,r5-f1-78703e27d1df172502650dc2,r5-f1-a96887b45ab5b4e57e4981ef,310,319,9,False
8,r5-f1-7d9fd9ab713cd0e8b1cce098,r5-f1-ae6f6609b2c760c468328003,294,313,19,False
8,r5-f1-850920fa10f9b9ba8843af7a,r5-f1-e714849831367e291c12986a,292,308,16,False
8,r5-f1-91af04efffefc50ce23cf297,r5-f1-bc613f63abcc1aef8fa11d83,302,320,18,False
8,r5-f1-93bdeada4e43e5a0dbafb6fe,r5-f1-f6518d584b598cd5c753e975,300,311,11,False
8,r5-f1-95baedc4243946fc23378121,r5-f1-ee59008270e04ddeb87f5940,294,299,5,False
8,r5-f1-96464e790b9333aa03c28b88,r5-f1-a28f658e0ad94927973a73dd,307,319,12,False
8,r5-f1-96bcc926cff67fb7265839f7,r5-f1-ecbdbfd182fdb8074ad5ef83,288,318,30,False
8,r5-f1-96dc56f89876a43a90f81ae8,r5-f1-e1ce38eb4734b02d744305a8,302,304,2,False
8,r5-f1-ad8646bcd13cb593285eabf2,r5-f1-e49baae09180e3649c380781,296,319,23,False
8,r5-f1-b502b62b5999cb6f2f46fde2,r5-f1-e233f959cfe5f94e7640a385,291,320,29,False
8,r5-f1-bc1bb47a4293aeda2703a38f,r5-f1-e7aff71e10e7b26122d32b72,302,321,19,False
8,r5-f1-bf42263e35b144aea3a125dd,r5-f1-e5af5cacf6dff47c97228615,309,311,2,False
8,r5-f1-bf9875c83a8844f910b65953,r5-f1-dac7055b419c0ee6030f9b80,315,316,1,False
8,r5-f1-c0187dbd694866e9a30a5a79,r5-f1-fce2c84e8e18a3277fc8a3da,309,309,0,True
8,r5-f1-c8aa69e9e27b9f54b146d2e2,r5-f1-fe2d363ab91f04f8406a2ca7,289,306,17,False
8,r5-f1-e8d6bec744f8d61e31dadcd7,r5-f1-efc5731ec7a8e9343621fbd7,306,317,11,False
8,r5-f1-ecf4946e7096b0f851fa9165,r5-f1-f79bcda9f779fd7ae1e9cad1,308,314,6,False
9,r5-f1-01b355775f2293b3ee1364b8,r5-f1-5c346dd9cec6ff67cc2a65de,332,359,27,False
9,r5-f1-021f03f1caf81b5e7b4e0920,r5-f1-83ac1d4a97bc2845e64596ab,331,338,7,False
9,r5-f1-05c2d8fed07d2996eea98947,r5-f1-fb2fd685d93a8e5350209fe8,333,359,26,False
9,r5-f1-072c39f4b8f288d57977e728,r5-f1-d463ffd94aae21470865802f,331,336,5,False
9,r5-f1-081c8e4b441012fd60db6ffe,r5-f1-9dd1420e88d6e1aa0115e74e,327,354,27,False
9,r5-f1-0d7f93d677ecae4c0ec37117,r5-f1-74bd80f2dff32f9fd1ee2f05,327,330,3,False
9,r5-f1-0e1c4b16ee27b5e02fcf1570,r5-f1-45f9baf8b494b40958de6249,328,341,13,False
9,r5-f1-12ec8264f1d798a20c8472ea,r5-f1-56bd5df46af93b8ef534ad9d,327,330,3,False
9,r5-f1-140b51f700eef3b9720a28c7,r5-f1-8b1ca5fb3df0743f8a5d2031,347,353,6,False
9,r5-f1-14592ad3fb277d902fcca8a4,r5-f1-c4ab86140291c3379237f3c6,345,358,13,False
9,r5-f1-17676cb8c65e947d9311466c,r5-f1-3ce5098afba99ac89b520439,329,335,6,False
9,r5-f1-1bd0b8bb497d87746752f61f,r5-f1-33d8225a9aa06186a07bcb81,339,354,15,False
9,r5-f1-1c05cb63b8fa86864476c790,r5-f1-753ac65796df96e3fa0dcd28,327,336,9,False
9,r5-f1-20081323b12313d0072a7558,r5-f1-68d84a588a2d97d510b9a798,333,357,24,False
9,r5-f1-213f6964c85dc869bfbc8e29,r5-f1-95b980071b480fd75474c504,340,350,10,False
9,r5-f1-2147d221d19787de20e29742,r5-f1-5fd7690662a56145be3a1b69,342,346,4,False
9,r5-f1-2209d0e463a55c60f24d2bfd,r5-f1-e6a3829cabd0249e46ded6fb,324,332,8,False
9,r5-f1-2d7ae5c0099ef1115cf9f49a,r5-f1-631687bae6a2a482c1b3467b,337,356,19,False
9,r5-f1-2f1f5522e8d48066aac367d3,r5-f1-f8c8b2629e7b13eb61c9d81e,342,344,2,False
9,r5-f1-3017647d3ea4dc9401adaf52,r5-f1-8d011739799631b71397985a,331,346,15,False
9,r5-f1-30d977225541ff1a4a549b3a,r5-f1-cca1530b46be3dd4d215ac9c,336,353,17,False
9,r5-f1-346838407cd512cc36b86a9f,r5-f1-384d4e783ac18f38d095fa6e,325,341,16,False
9,r5-f1-34d7dd11544b6dc87eb38bc0,r5-f1-7cc24d6be18b764c0c76a497,330,333,3,False
9,r5-f1-35d192def35747e67a3ea4bb,r5-f1-5b1d1399ad42dbda18fd62f4,344,357,13,False
9,r5-f1-35e06a6dbda44ebe51cadbbe,r5-f1-d8ee7108e6ed2dcfff764999,336,342,6,False
9,r5-f1-36c43a561be78681da35b3dd,r5-f1-883da7d6d35d9501a32a56c0,325,343,18,False
9,r5-f1-3d453f1453f64f70f9e9db5e,r5-f1-c7d613dd83014711dfe30d19,326,349,23,False
9,r5-f1-3d698dcc509fc631398f092d,r5-f1-e29eb97b70aaf293eeff3460,325,343,18,False
9,r5-f1-3e1835364efa0cd70eac8440,r5-f1-e53d27897f2b54b319359276,328,346,18,False
9,r5-f1-4064f2111ade33c872dddebb,r5-f1-8a99660c10ca49b3ea406d3a,330,332,2,False
9,r5-f1-41e9c948500eca6be7d91b52,r5-f1-dfc1a5170b311824b4d300ee,344,345,1,False
9,r5-f1-424ad895f87caef3551f0413,r5-f1-a5956cf71dc55f0b13dc6bcd,352,358,6,False
9,r5-f1-42bcd10207498d81228ee876,r5-f1-c33bda226b9dbfc0e3534b21,334,339,5,False
9,r5-f1-43d80123c368360fd146bbad,r5-f1-93bc6cd81b8e9c116cd78963,326,355,29,False
9,r5-f1-449082cbacc6b0b2df6b852f,r5-f1-ec24766b2964895b1e852dcf,335,351,16,False
9,r5-f1-46ca7e059c993e52aa2b696b,r5-f1-6389741841a6424240f2518f,353,357,4,False
9,r5-f1-484ccb5a8904c06ecb1eac33,r5-f1-abc0d8bc8badced6be8c2145,344,347,3,False
9,r5-f1-4c165001a3383e566579ad5b,r5-f1-aa1db5f9f2f6d628fe566631,324,340,16,False
9,r5-f1-4dc8aa1a120bbc32912d380e,r5-f1-8cb46f3d2238e81eb01d280c,356,359,3,False
9,r5-f1-51b98737a31bc79debbbfa14,r5-f1-c25660d46a0474e9b149d7ea,332,348,16,False
9,r5-f1-533c9a69b6238d710eabce91,r5-f1-ccfe0f67bd23dcb77ca62be7,337,352,15,False
9,r5-f1-54e337479077092c43e9373c,r5-f1-d3e01ada2aa733e5e0d6dfd8,329,338,9,False
9,r5-f1-5b88de40cf368cfe44843a1e,r5-f1-b5b521cbaa21cde776509fcd,341,348,7,False
9,r5-f1-5e4a2f47c8c40a725de2d246,r5-f1-d5a1e49631ce5b003b2e4a38,337,340,3,False
9,r5-f1-5f828a137a622871abcb86c7,r5-f1-c4577184ceeecd7502540cd3,326,354,28,False
9,r5-f1-60cdf979d89056f9382a846b,r5-f1-f048b20b5fd8c992c80f6732,328,337,9,False
9,r5-f1-6326749e86f5b189fc0e8433,r5-f1-f26c34b2d8b52e2cb8fbbbf6,325,339,14,False
9,r5-f1-633a38dfec01bdf942d94a18,r5-f1-7cbccd51bc7fc9dd0ffbc1d9,324,347,23,False
9,r5-f1-64efda09ee23454ef6fc4ea0,r5-f1-9791bc14ea20d25013131014,335,350,15,False
9,r5-f1-6c79a35c4220624067f86b80,r5-f1-da55951d31390d807d7d1725,343,345,2,False
9,r5-f1-720bb6d0cb4b78b9ffeb03a4,r5-f1-9e4eb2e6a343877e7cadf273,343,355,12,False
9,r5-f1-75b0f8cbaa9c3b464b678254,r5-f1-a73cccc1ce0baf4c400e2f82,346,357,11,False
9,r5-f1-7692b4c408bd859d83c37780,r5-f1-8314892e9ca8c8f4ff0220a7,329,347,18,False
9,r5-f1-78188385de6e2de136e13d33,r5-f1-94800f8cbff36e8722e36eb7,342,356,14,False
9,r5-f1-78703e27d1df172502650dc2,r5-f1-a96887b45ab5b4e57e4981ef,348,352,4,False
9,r5-f1-7d9fd9ab713cd0e8b1cce098,r5-f1-ae6f6609b2c760c468328003,333,350,17,False
9,r5-f1-850920fa10f9b9ba8843af7a,r5-f1-e714849831367e291c12986a,341,348,7,False
9,r5-f1-91af04efffefc50ce23cf297,r5-f1-bc613f63abcc1aef8fa11d83,329,335,6,False
9,r5-f1-93bdeada4e43e5a0dbafb6fe,r5-f1-f6518d584b598cd5c753e975,334,358,24,False
9,r5-f1-95baedc4243946fc23378121,r5-f1-ee59008270e04ddeb87f5940,351,352,1,False
9,r5-f1-96464e790b9333aa03c28b88,r5-f1-a28f658e0ad94927973a73dd,334,355,21,False
9,r5-f1-96bcc926cff67fb7265839f7,r5-f1-ecbdbfd182fdb8074ad5ef83,339,349,10,False
9,r5-f1-96dc56f89876a43a90f81ae8,r5-f1-e1ce38eb4734b02d744305a8,331,358,27,False
9,r5-f1-ad8646bcd13cb593285eabf2,r5-f1-e49baae09180e3649c380781,324,340,16,False
9,r5-f1-b502b62b5999cb6f2f46fde2,r5-f1-e233f959cfe5f94e7640a385,338,359,21,False
9,r5-f1-bc1bb47a4293aeda2703a38f,r5-f1-e7aff71e10e7b26122d32b72,326,349,23,False
9,r5-f1-bf42263e35b144aea3a125dd,r5-f1-e5af5cacf6dff47c97228615,334,354,20,False
9,r5-f1-bf9875c83a8844f910b65953,r5-f1-dac7055b419c0ee6030f9b80,351,355,4,False
9,r5-f1-c0187dbd694866e9a30a5a79,r5-f1-fce2c84e8e18a3277fc8a3da,328,338,10,False
9,r5-f1-c8aa69e9e27b9f54b146d2e2,r5-f1-fe2d363ab91f04f8406a2ca7,345,356,11,False
9,r5-f1-e8d6bec744f8d61e31dadcd7,r5-f1-efc5731ec7a8e9343621fbd7,349,350,1,False
9,r5-f1-ecf4946e7096b0f851fa9165,r5-f1-f79bcda9f779fd7ae1e9cad1,351,353,2,False
10,r5-f1-01b355775f2293b3ee1364b8,r5-f1-5c346dd9cec6ff67cc2a65de,360,371,11,False
10,r5-f1-021f03f1caf81b5e7b4e0920,r5-f1-83ac1d4a97bc2845e64596ab,360,386,26,False
10,r5-f1-05c2d8fed07d2996eea98947,r5-f1-fb2fd685d93a8e5350209fe8,362,376,14,False
10,r5-f1-072c39f4b8f288d57977e728,r5-f1-d463ffd94aae21470865802f,360,370,10,False
10,r5-f1-081c8e4b441012fd60db6ffe,r5-f1-9dd1420e88d6e1aa0115e74e,372,395,23,False
10,r5-f1-0d7f93d677ecae4c0ec37117,r5-f1-74bd80f2dff32f9fd1ee2f05,372,386,14,False
10,r5-f1-0e1c4b16ee27b5e02fcf1570,r5-f1-45f9baf8b494b40958de6249,376,390,14,False
10,r5-f1-12ec8264f1d798a20c8472ea,r5-f1-56bd5df46af93b8ef534ad9d,367,384,17,False
10,r5-f1-140b51f700eef3b9720a28c7,r5-f1-8b1ca5fb3df0743f8a5d2031,362,381,19,False
10,r5-f1-14592ad3fb277d902fcca8a4,r5-f1-c4ab86140291c3379237f3c6,386,394,8,False
10,r5-f1-17676cb8c65e947d9311466c,r5-f1-3ce5098afba99ac89b520439,374,383,9,False
10,r5-f1-1bd0b8bb497d87746752f61f,r5-f1-33d8225a9aa06186a07bcb81,364,372,8,False
10,r5-f1-1c05cb63b8fa86864476c790,r5-f1-753ac65796df96e3fa0dcd28,366,387,21,False
10,r5-f1-20081323b12313d0072a7558,r5-f1-68d84a588a2d97d510b9a798,384,394,10,False
10,r5-f1-213f6964c85dc869bfbc8e29,r5-f1-95b980071b480fd75474c504,368,383,15,False
10,r5-f1-2147d221d19787de20e29742,r5-f1-5fd7690662a56145be3a1b69,381,389,8,False
10,r5-f1-2209d0e463a55c60f24d2bfd,r5-f1-e6a3829cabd0249e46ded6fb,391,392,1,False
10,r5-f1-2d7ae5c0099ef1115cf9f49a,r5-f1-631687bae6a2a482c1b3467b,370,395,25,False
10,r5-f1-2f1f5522e8d48066aac367d3,r5-f1-f8c8b2629e7b13eb61c9d81e,364,369,5,False
10,r5-f1-3017647d3ea4dc9401adaf52,r5-f1-8d011739799631b71397985a,385,392,7,False
10,r5-f1-30d977225541ff1a4a549b3a,r5-f1-cca1530b46be3dd4d215ac9c,366,388,22,False
10,r5-f1-346838407cd512cc36b86a9f,r5-f1-384d4e783ac18f38d095fa6e,377,391,14,False
10,r5-f1-34d7dd11544b6dc87eb38bc0,r5-f1-7cc24d6be18b764c0c76a497,370,385,15,False
10,r5-f1-35d192def35747e67a3ea4bb,r5-f1-5b1d1399ad42dbda18fd62f4,360,368,8,False
10,r5-f1-35e06a6dbda44ebe51cadbbe,r5-f1-d8ee7108e6ed2dcfff764999,365,387,22,False
10,r5-f1-36c43a561be78681da35b3dd,r5-f1-883da7d6d35d9501a32a56c0,378,392,14,False
10,r5-f1-3d453f1453f64f70f9e9db5e,r5-f1-c7d613dd83014711dfe30d19,375,388,13,False
10,r5-f1-3d698dcc509fc631398f092d,r5-f1-e29eb97b70aaf293eeff3460,365,380,15,False
10,r5-f1-3e1835364efa0cd70eac8440,r5-f1-e53d27897f2b54b319359276,366,370,4,False
10,r5-f1-4064f2111ade33c872dddebb,r5-f1-8a99660c10ca49b3ea406d3a,373,374,1,False
10,r5-f1-41e9c948500eca6be7d91b52,r5-f1-dfc1a5170b311824b4d300ee,363,392,29,False
10,r5-f1-424ad895f87caef3551f0413,r5-f1-a5956cf71dc55f0b13dc6bcd,369,382,13,False
10,r5-f1-42bcd10207498d81228ee876,r5-f1-c33bda226b9dbfc0e3534b21,363,369,6,False
10,r5-f1-43d80123c368360fd146bbad,r5-f1-93bc6cd81b8e9c116cd78963,378,388,10,False
10,r5-f1-449082cbacc6b0b2df6b852f,r5-f1-ec24766b2964895b1e852dcf,371,379,8,False
10,r5-f1-46ca7e059c993e52aa2b696b,r5-f1-6389741841a6424240f2518f,380,394,14,False
10,r5-f1-484ccb5a8904c06ecb1eac33,r5-f1-abc0d8bc8badced6be8c2145,389,390,1,False
10,r5-f1-4c165001a3383e566579ad5b,r5-f1-aa1db5f9f2f6d628fe566631,368,373,5,False
10,r5-f1-4dc8aa1a120bbc32912d380e,r5-f1-8cb46f3d2238e81eb01d280c,361,365,4,False
10,r5-f1-51b98737a31bc79debbbfa14,r5-f1-c25660d46a0474e9b149d7ea,363,379,16,False
10,r5-f1-533c9a69b6238d710eabce91,r5-f1-ccfe0f67bd23dcb77ca62be7,376,382,6,False
10,r5-f1-54e337479077092c43e9373c,r5-f1-d3e01ada2aa733e5e0d6dfd8,371,393,22,False
10,r5-f1-5b88de40cf368cfe44843a1e,r5-f1-b5b521cbaa21cde776509fcd,362,378,16,False
10,r5-f1-5e4a2f47c8c40a725de2d246,r5-f1-d5a1e49631ce5b003b2e4a38,367,380,13,False
10,r5-f1-5f828a137a622871abcb86c7,r5-f1-c4577184ceeecd7502540cd3,375,383,8,False
10,r5-f1-60cdf979d89056f9382a846b,r5-f1-f048b20b5fd8c992c80f6732,368,385,17,False
10,r5-f1-6326749e86f5b189fc0e8433,r5-f1-f26c34b2d8b52e2cb8fbbbf6,367,383,16,False
10,r5-f1-633a38dfec01bdf942d94a18,r5-f1-7cbccd51bc7fc9dd0ffbc1d9,364,374,10,False
10,r5-f1-64efda09ee23454ef6fc4ea0,r5-f1-9791bc14ea20d25013131014,373,376,3,False
10,r5-f1-6c79a35c4220624067f86b80,r5-f1-da55951d31390d807d7d1725,382,385,3,False
10,r5-f1-720bb6d0cb4b78b9ffeb03a4,r5-f1-9e4eb2e6a343877e7cadf273,379,394,15,False
10,r5-f1-75b0f8cbaa9c3b464b678254,r5-f1-a73cccc1ce0baf4c400e2f82,365,377,12,False
10,r5-f1-7692b4c408bd859d83c37780,r5-f1-8314892e9ca8c8f4ff0220a7,361,389,28,False
10,r5-f1-78188385de6e2de136e13d33,r5-f1-94800f8cbff36e8722e36eb7,380,381,1,False
10,r5-f1-78703e27d1df172502650dc2,r5-f1-a96887b45ab5b4e57e4981ef,377,378,1,False
10,r5-f1-7d9fd9ab713cd0e8b1cce098,r5-f1-ae6f6609b2c760c468328003,363,369,6,False
10,r5-f1-850920fa10f9b9ba8843af7a,r5-f1-e714849831367e291c12986a,384,388,4,False
10,r5-f1-91af04efffefc50ce23cf297,r5-f1-bc613f63abcc1aef8fa11d83,381,393,12,False
10,r5-f1-93bdeada4e43e5a0dbafb6fe,r5-f1-f6518d584b598cd5c753e975,371,387,16,False
10,r5-f1-95baedc4243946fc23378121,r5-f1-ee59008270e04ddeb87f5940,372,375,3,False
10,r5-f1-96464e790b9333aa03c28b88,r5-f1-a28f658e0ad94927973a73dd,379,390,11,False
10,r5-f1-96bcc926cff67fb7265839f7,r5-f1-ecbdbfd182fdb8074ad5ef83,373,384,11,False
10,r5-f1-96dc56f89876a43a90f81ae8,r5-f1-e1ce38eb4734b02d744305a8,364,382,18,False
10,r5-f1-ad8646bcd13cb593285eabf2,r5-f1-e49baae09180e3649c380781,367,377,10,False
10,r5-f1-b502b62b5999cb6f2f46fde2,r5-f1-e233f959cfe5f94e7640a385,389,395,6,False
10,r5-f1-bc1bb47a4293aeda2703a38f,r5-f1-e7aff71e10e7b26122d32b72,361,391,30,False
10,r5-f1-bf42263e35b144aea3a125dd,r5-f1-e5af5cacf6dff47c97228615,366,374,8,False
10,r5-f1-bf9875c83a8844f910b65953,r5-f1-dac7055b419c0ee6030f9b80,387,391,4,False
10,r5-f1-c0187dbd694866e9a30a5a79,r5-f1-fce2c84e8e18a3277fc8a3da,361,393,32,False
10,r5-f1-c8aa69e9e27b9f54b146d2e2,r5-f1-fe2d363ab91f04f8406a2ca7,375,393,18,False
10,r5-f1-e8d6bec744f8d61e31dadcd7,r5-f1-efc5731ec7a8e9343621fbd7,362,390,28,False
10,r5-f1-ecf4946e7096b0f851fa9165,r5-f1-f79bcda9f779fd7ae1e9cad1,386,395,9,False
11,r5-f1-01b355775f2293b3ee1364b8,r5-f1-5c346dd9cec6ff67cc2a65de,401,412,11,False
11,r5-f1-021f03f1caf81b5e7b4e0920,r5-f1-83ac1d4a97bc2845e64596ab,402,431,29,False
11,r5-f1-05c2d8fed07d2996eea98947,r5-f1-fb2fd685d93a8e5350209fe8,407,420,13,False
11,r5-f1-072c39f4b8f288d57977e728,r5-f1-d463ffd94aae21470865802f,424,427,3,False
11,r5-f1-081c8e4b441012fd60db6ffe,r5-f1-9dd1420e88d6e1aa0115e74e,409,413,4,False
11,r5-f1-0d7f93d677ecae4c0ec37117,r5-f1-74bd80f2dff32f9fd1ee2f05,403,412,9,False
11,r5-f1-0e1c4b16ee27b5e02fcf1570,r5-f1-45f9baf8b494b40958de6249,415,428,13,False
11,r5-f1-12ec8264f1d798a20c8472ea,r5-f1-56bd5df46af93b8ef534ad9d,401,410,9,False
11,r5-f1-140b51f700eef3b9720a28c7,r5-f1-8b1ca5fb3df0743f8a5d2031,400,424,24,False
11,r5-f1-14592ad3fb277d902fcca8a4,r5-f1-c4ab86140291c3379237f3c6,398,430,32,False
11,r5-f1-17676cb8c65e947d9311466c,r5-f1-3ce5098afba99ac89b520439,412,423,11,False
11,r5-f1-1bd0b8bb497d87746752f61f,r5-f1-33d8225a9aa06186a07bcb81,414,419,5,False
11,r5-f1-1c05cb63b8fa86864476c790,r5-f1-753ac65796df96e3fa0dcd28,408,419,11,False
11,r5-f1-20081323b12313d0072a7558,r5-f1-68d84a588a2d97d510b9a798,405,412,7,False
11,r5-f1-213f6964c85dc869bfbc8e29,r5-f1-95b980071b480fd75474c504,404,429,25,False
11,r5-f1-2147d221d19787de20e29742,r5-f1-5fd7690662a56145be3a1b69,402,410,8,False
11,r5-f1-2209d0e463a55c60f24d2bfd,r5-f1-e6a3829cabd0249e46ded6fb,416,417,1,False
11,r5-f1-2d7ae5c0099ef1115cf9f49a,r5-f1-631687bae6a2a482c1b3467b,404,426,22,False
11,r5-f1-2f1f5522e8d48066aac367d3,r5-f1-f8c8b2629e7b13eb61c9d81e,407,425,18,False
11,r5-f1-3017647d3ea4dc9401adaf52,r5-f1-8d011739799631b71397985a,404,408,4,False
11,r5-f1-30d977225541ff1a4a549b3a,r5-f1-cca1530b46be3dd4d215ac9c,397,422,25,False
11,r5-f1-346838407cd512cc36b86a9f,r5-f1-384d4e783ac18f38d095fa6e,411,415,4,False
11,r5-f1-34d7dd11544b6dc87eb38bc0,r5-f1-7cc24d6be18b764c0c76a497,406,419,13,False
11,r5-f1-35d192def35747e67a3ea4bb,r5-f1-5b1d1399ad42dbda18fd62f4,399,424,25,False
11,r5-f1-35e06a6dbda44ebe51cadbbe,r5-f1-d8ee7108e6ed2dcfff764999,418,429,11,False
11,r5-f1-36c43a561be78681da35b3dd,r5-f1-883da7d6d35d9501a32a56c0,399,416,17,False
11,r5-f1-3d453f1453f64f70f9e9db5e,r5-f1-c7d613dd83014711dfe30d19,426,431,5,False
11,r5-f1-3d698dcc509fc631398f092d,r5-f1-e29eb97b70aaf293eeff3460,408,414,6,False
11,r5-f1-3e1835364efa0cd70eac8440,r5-f1-e53d27897f2b54b319359276,401,421,20,False
11,r5-f1-4064f2111ade33c872dddebb,r5-f1-8a99660c10ca49b3ea406d3a,399,409,10,False
11,r5-f1-41e9c948500eca6be7d91b52,r5-f1-dfc1a5170b311824b4d300ee,400,421,21,False
11,r5-f1-424ad895f87caef3551f0413,r5-f1-a5956cf71dc55f0b13dc6bcd,402,420,18,False
